,support,itemsets
68,0.0324171144017822,frozenset({'asp.net-mvc'})
69,0.018722972087537676,frozenset({'algoritmo'})
70,0.01788756388415673,frozenset({'winforms'})
71,0.01680644738566374,frozenset({'imagem'})
72,0.012498361944699252,frozenset({'matemática'})
73,0.010729262219892543,frozenset({'asp.net-mvc-5'})
74,0.020442930153321975,frozenset({'android-studio'})
75,0.018772113746560085,frozenset({'loop'})
76,0.012858734110863582,frozenset({'front-end'})
77,0.012170750884549863,frozenset({'datetime'})
78,0.011269820469139038,frozenset({'ruby'})
79,0.01118791770410169,frozenset({'eclipse'})
80,0.02584851264578692,frozenset({'lista'})
81,0.01641331411348447,frozenset({'entity-framework'})
82,0.01636417245446206,frozenset({'arquivo'})
83,0.013939850609356572,frozenset({'vba'})
84,0.011761237059363125,frozenset({'vue.js'})
85,0.011695714847333246,frozenset({'bootstrap-3'})
86,0.032302450530729915,frozenset({'c++'})
87,0.021049010614598348,frozenset({'r'})
88,0.011466387105228673,frozenset({'github'})
89,0.02317848250556939,frozenset({'data'})
90,0.023031057528502163,frozenset({'wordpress'})
91,0.017297863975887826,frozenset({'variáveis'})
92,0.01466059494168523,frozenset({'if'})
93,0.013874328397326694,frozenset({'spring'})
94,0.013972611715371511,frozenset({'firebase'})
95,0.012776831345826235,frozenset({'spring-boot'})
96,0.011040492727034465,frozenset({'android-layout'})
97,0.019754946927008257,frozenset({'mysqli'})
98,0.010925828855982178,frozenset({'ruby-on-rails'})
99,0.022932774210457346,frozenset({'microsoft-excel'})
100,0.02175337439391954,frozenset({'xml'})
101,0.014791639365744987,frozenset({'delphi'})
102,0.013186345171012973,frozenset({'sqlite'})
103,0.012711309133796356,frozenset({'matriz'})
104,0.02245773817324073,"frozenset({'javascript', 'python'})"
105,0.01890315817061984,"frozenset({'html', 'python'})"
106,0.015987419735290262,"frozenset({'php', 'python'})"
107,0.01436574498755078,"frozenset({'java', 'python'})"
108,0.014201939457476085,"frozenset({'mysql', 'python'})"
109,0.014120036692438737,"frozenset({'html', 'javascript', 'python'})"
110,0.011466387105228673,"frozenset({'javascript', 'php', 'python'})"
111,0.010336128947713274,"frozenset({'html', 'php', 'python'})"
112,0.09459769361813655,"frozenset({'jquery', 'javascript'})"
113,0.010581837242825317,"frozenset({'jquery', 'python'})"
114,0.06691455903551304,"frozenset({'jquery', 'html'})"
115,0.06578430087799764,"frozenset({'jquery', 'php'})"
116,0.04018149652732276,"frozenset({'jquery', 'mysql'})"
117,0.023981129602935396,"frozenset({'jquery', 'java'})"
118,0.06047700170357751,"frozenset({'jquery', 'html', 'javascript'})"
119,0.05613615515659809,"frozenset({'jquery', 'javascript', 'php'})"
120,0.04542327348971301,"frozenset({'jquery', 'html', 'php'})"
121,0.04195059625212947,"frozenset({'jquery', 'html', 'php', 'javascript'})"
122,0.036217402699515136,"frozenset({'jquery', 'mysql', 'php'})"
123,0.03608635827545538,"frozenset({'jquery', 'mysql', 'javascript'})"
124,0.031073909055169702,"frozenset({'jquery', 'html', 'mysql'})"
125,0.03271196435591665,"frozenset({'jquery', 'mysql', 'php', 'javascript'})"
126,0.02937033154239287,"frozenset({'jquery', 'html', 'javascript', 'mysql'})"
127,0.028829773293146378,"frozenset({'jquery', 'html', 'php', 'mysql'})"
128,0.02730638186345171,"frozenset({'html', 'mysql', 'jquery', 'php', 'javascript'})"
129,0.02208098545406893,"frozenset({'jquery', 'javascript', 'java'})"
130,0.01818241383829118,"frozenset({'jquery', 'html', 'java'})"
131,0.01711767789280566,"frozenset({'jquery', 'php', 'java'})"
132,0.01402175337439392,"frozenset({'jquery', 'mysql', 'java'})"
133,0.01751081116498493,"frozenset({'jquery', 'html', 'javascript', 'java'})"
134,0.016183986371379896,"frozenset({'jquery', 'javascript', 'php', 'java'})"
135,0.01438212554055825,"frozenset({'jquery', 'html', 'php', 'java'})"
136,0.013956231162364042,"frozenset({'html', 'java', 'jquery', 'php', 'javascript'})"
137,0.013546717337177303,"frozenset({'jquery', 'mysql', 'javascript', 'java'})"
138,0.012481981391691783,"frozenset({'jquery', 'mysql', 'php', 'java'})"
139,0.012121609225527455,"frozenset({'jquery', 'html', 'mysql', 'java'})"
140,0.012154370331542394,"frozenset({'mysql', 'java', 'jquery', 'php', 'javascript'})"
141,0.011892281483422881,"frozenset({'html', 'mysql', 'java', 'jquery', 'javascript'})"
142,0.011138776045079282,"frozenset({'html', 'mysql', 'java', 'jquery', 'php'})"
143,0.010942209408989647,"frozenset({'html', 'mysql', 'java', 'jquery', 'php', 'javascript'})"
144,0.07187786659677631,"frozenset({'javascript', 'css'})"
145,0.044964618005503866,"frozenset({'jquery', 'css'})"
146,0.011843139824400472,"frozenset({'css', 'python'})"
147,0.08853688900537282,"frozenset({'html', 'css'})"
148,0.049764120036692436,"frozenset({'php', 'css'})"
149,0.032679203249901714,"frozenset({'mysql', 'css'})"
150,0.021786135499934477,"frozenset({'css', 'java'})"
151,0.018657449875507798,"frozenset({'c#', 'css'})"
152,0.06195125147424977,"frozenset({'html', 'css', 'javascript'})"
153,0.04114794915476346,"frozenset({'jquery', 'javascript', 'css'})"
154,0.039821124361158436,"frozenset({'jquery', 'html', 'css'})"
155,0.03136875900930415,"frozenset({'jquery', 'php', 'css'})"
156,0.03718385532695584,"frozenset({'jquery', 'html', 'css', 'javascript'})"
157,0.029648800943519852,"frozenset({'jquery', 'javascript', 'php', 'css'})"
158,0.02881339274013891,"frozenset({'jquery', 'html', 'php', 'css'})"
159,0.027568470711571223,"frozenset({'html', 'jquery', 'php', 'javascript', 'css'})"
160,0.010368890053728213,"frozenset({'html', 'css', 'python'})"
161,0.043179137727689686,"frozenset({'html', 'php', 'css'})"
162,0.041066046389726114,"frozenset({'javascript', 'php', 'css'})"
163,0.03706919145590355,"frozenset({'html', 'php', 'css', 'javascript'})"
164,0.02933757043637793,"frozenset({'mysql', 'php', 'css'})"
165,0.02905910103525095,"frozenset({'html', 'css', 'mysql'})"
166,0.02835473725592976,"frozenset({'mysql', 'css', 'javascript'})"
167,0.02276896868038265,"frozenset({'jquery', 'mysql', 'css'})"
168,0.02656925697811558,"frozenset({'html', 'php', 'css', 'mysql'})"
169,0.026061459834884025,"frozenset({'html', 'css', 'javascript', 'mysql'})"
170,0.025963176516839208,"frozenset({'mysql', 'php', 'css', 'javascript'})"
171,0.024095793473987683,"frozenset({'html', 'mysql', 'php', 'javascript', 'css'})"
172,0.021933560477001703,"frozenset({'jquery', 'mysql', 'css', 'javascript'})"
173,0.02136024112174027,"frozenset({'jquery', 'mysql', 'php', 'css'})"
174,0.02127833835670292,"frozenset({'jquery', 'html', 'css', 'mysql'})"
175,0.0205903551303892,"frozenset({'mysql', 'jquery', 'php', 'javascript', 'css'})"
176,0.02063949678941161,"frozenset({'html', 'mysql', 'jquery', 'javascript', 'css'})"
177,0.020082557987157648,"frozenset({'html', 'mysql', 'jquery', 'php', 'css'})"
178,0.019492858078888745,"frozenset({'html', 'mysql', 'jquery', 'php', 'javascript', 'css'})"
179,0.01896868038264972,"frozenset({'html', 'css', 'java'})"
180,0.018395361027388285,"frozenset({'javascript', 'css', 'java'})"
181,0.014906303236797274,"frozenset({'php', 'css', 'java'})"
182,0.013825186738304285,"frozenset({'jquery', 'css', 'java'})"
183,0.01261302581575154,"frozenset({'mysql', 'css', 'java'})"
184,0.01675730572664133,"frozenset({'html', 'css', 'javascript', 'java'})"
185,0.013743283973266938,"frozenset({'javascript', 'php', 'css', 'java'})"
186,0.01366138120822959,"frozenset({'html', 'php', 'css', 'java'})"
187,0.012809592451841174,"frozenset({'html', 'java', 'php', 'javascript', 'css'})"
188,0.013481195125147425,"frozenset({'jquery', 'javascript', 'css', 'java'})"
189,0.013006159087930808,"frozenset({'jquery', 'html', 'css', 'java'})"
190,0.011630192635303368,"frozenset({'jquery', 'php', 'css', 'java'})"
191,0.012744070239811296,"frozenset({'html', 'java', 'jquery', 'javascript', 'css'})"
192,0.011417245446206264,"frozenset({'java', 'jquery', 'php', 'javascript', 'css'})"
193,0.011056873280041934,"frozenset({'html', 'java', 'jquery', 'php', 'css'})"
194,0.010893067749967239,"frozenset({'html', 'java', 'jquery', 'php', 'javascript', 'css'})"
195,0.011679334294325777,"frozenset({'mysql', 'css', 'javascript', 'java'})"
196,0.011531909317258551,"frozenset({'html', 'css', 'mysql', 'java'})"
197,0.011155156598086751,"frozenset({'mysql', 'php', 'css', 'java'})"
198,0.010909448302974708,"frozenset({'html', 'mysql', 'java', 'javascript', 'css'})"
199,0.010581837242825317,"frozenset({'mysql', 'java', 'php', 'javascript', 'css'})"
200,0.010401651159743152,"frozenset({'html', 'mysql', 'java', 'php', 'css'})"
201,0.01644607521949941,"frozenset({'html', 'css', 'c#'})"
202,0.015987419735290262,"frozenset({'c#', 'css', 'javascript'})"
203,0.012645786921766478,"frozenset({'jquery', 'c#', 'css'})"
204,0.012072467566505046,"frozenset({'c#', 'php', 'css'})"
205,0.010319748394705805,"frozenset({'mysql', 'css', 'c#'})"
206,0.014758878259730048,"frozenset({'html', 'css', 'javascript', 'c#'})"
207,0.012137989778534924,"frozenset({'jquery', 'javascript', 'css', 'c#'})"
208,0.011843139824400472,"frozenset({'jquery', 'html', 'css', 'c#'})"
209,0.01154828987026602,"frozenset({'html', 'c#', 'jquery', 'javascript', 'css'})"
210,0.011318962128161447,"frozenset({'c#', 'php', 'css', 'javascript'})"
211,0.011253439916131569,"frozenset({'html', 'php', 'css', 'c#'})"
212,0.010729262219892543,"frozenset({'html', 'c#', 'php', 'javascript', 'css'})"
213,0.04201611846415935,"frozenset({'javascript', 'sql'})"
214,0.028272834490892414,"frozenset({'jquery', 'sql'})"
215,0.024488926746166952,"frozenset({'css', 'sql'})"
216,0.013104442405975626,"frozenset({'sql', 'python'})"
217,0.051582361420521555,"frozenset({'mysql', 'sql'})"
218,0.04624230114008649,"frozenset({'php', 'sql'})"
219,0.03561132223823876,"frozenset({'html', 'sql'})"
220,0.025373476608570304,"frozenset({'sql', 'java'})"
221,0.025684707115712226,"frozenset({'c#', 'sql'})"
222,0.030926484078102476,"frozenset({'javascript', 'php', 'sql'})"
223,0.02977984536757961,"frozenset({'mysql', 'sql', 'javascript'})"
224,0.025242432184510548,"frozenset({'mysql', 'php', 'sql', 'javascript'})"
225,0.026356309789018477,"frozenset({'jquery', 'javascript', 'sql'})"
226,0.023424190800681432,"frozenset({'jquery', 'php', 'sql'})"
227,0.02281811033940506,"frozenset({'jquery', 'html', 'sql'})"
228,0.022195649325121216,"frozenset({'jquery', 'mysql', 'sql'})"
229,0.0220973660070764,"frozenset({'jquery', 'javascript', 'php', 'sql'})"
230,0.021933560477001703,"frozenset({'jquery', 'html', 'sql', 'javascript'})"
231,0.019935133010090422,"frozenset({'jquery', 'html', 'php', 'sql'})"
232,0.0192471497837767,"frozenset({'html', 'jquery', 'php', 'javascript', 'sql'})"
233,0.021098152273620756,"frozenset({'jquery', 'mysql', 'sql', 'javascript'})"
234,0.020082557987157648,"frozenset({'jquery', 'mysql', 'php', 'sql'})"
235,0.018854016511597432,"frozenset({'jquery', 'html', 'sql', 'mysql'})"
236,0.019181627571746823,"frozenset({'mysql', 'jquery', 'php', 'javascript', 'sql'})"
237,0.018297077709343468,"frozenset({'html', 'mysql', 'jquery', 'javascript', 'sql'})"
238,0.01749443061197746,"frozenset({'html', 'mysql', 'jquery', 'php', 'sql'})"
239,0.017003014021753374,"frozenset({'html', 'mysql', 'jquery', 'php', 'javascript', 'sql'})"
240,0.02168785218188966,"frozenset({'css', 'javascript', 'sql'})"
241,0.017297863975887826,"frozenset({'css', 'jquery', 'sql'})"
242,0.02204822434805399,"frozenset({'css', 'html', 'sql'})"
243,0.02001703577512777,"frozenset({'css', 'php', 'sql'})"
244,0.019001441488664658,"frozenset({'css', 'mysql', 'sql'})"
245,0.011171537151094221,"frozenset({'css', 'sql', 'java'})"
246,0.010614598348840256,"frozenset({'css', 'c#', 'sql'})"
247,0.020082557987157648,"frozenset({'css', 'html', 'sql', 'javascript'})"
248,0.016888350150701087,"frozenset({'css', 'javascript', 'jquery', 'sql'})"
249,0.016265889136417244,"frozenset({'css', 'html', 'jquery', 'sql'})"
250,0.01538133927401389,"frozenset({'css', 'php', 'sql', 'jquery'})"
251,0.014824400471759926,"frozenset({'css', 'mysql', 'jquery', 'sql'})"
252,0.015954658629275323,"frozenset({'html', 'jquery', 'javascript', 'sql', 'css'})"
253,0.01507010876687197,"frozenset({'jquery', 'php', 'javascript', 'sql', 'css'})"
254,0.014644214388677761,"frozenset({'html', 'jquery', 'php', 'sql', 'css'})"
255,0.01439850609356572,"frozenset({'html', 'jquery', 'php', 'javascript', 'sql', 'css'})"
256,0.014595072729655352,"frozenset({'mysql', 'jquery', 'javascript', 'sql', 'css'})"
257,0.014070895033416329,"frozenset({'html', 'mysql', 'jquery', 'sql', 'css'})"
258,0.013923470056349103,"frozenset({'mysql', 'jquery', 'php', 'sql', 'css'})"
259,0.013874328397326694,"frozenset({'html', 'mysql', 'jquery', 'javascript', 'sql', 'css'})"
260,0.013694142314244529,"frozenset({'mysql', 'jquery', 'php', 'javascript', 'sql', 'css'})"
261,0.01328462848905779,"frozenset({'html', 'mysql', 'jquery', 'php', 'sql', 'css'})"
262,0.013088061852968156,"frozenset({'html', 'mysql', 'jquery', 'php', 'javascript', 'sql', 'css'})"
263,0.01857554711047045,"frozenset({'css', 'html', 'php', 'sql'})"
264,0.018395361027388285,"frozenset({'css', 'javascript', 'php', 'sql'})"
265,0.017347005634910234,"frozenset({'html', 'php', 'javascript', 'sql', 'css'})"
266,0.017609094483029747,"frozenset({'css', 'mysql', 'sql', 'javascript'})"
267,0.0175271917179924,"frozenset({'css', 'mysql', 'sql', 'html'})"
268,0.017248722316865417,"frozenset({'css', 'mysql', 'php', 'sql'})"
269,0.016511597431529287,"frozenset({'html', 'mysql', 'javascript', 'sql', 'css'})"
270,0.016200366924387366,"frozenset({'mysql', 'php', 'javascript', 'sql', 'css'})"
271,0.016151225265364957,"frozenset({'html', 'mysql', 'php', 'sql', 'css'})"
272,0.015332197614991482,"frozenset({'html', 'mysql', 'php', 'javascript', 'sql', 'css'})"
273,0.010336128947713274,"frozenset({'css', 'javascript', 'sql', 'java'})"
274,0.010254226182675926,"frozenset({'css', 'html', 'sql', 'java'})"
275,0.03461210850478312,"frozenset({'mysql', 'php', 'sql'})"
276,0.029992792556676712,"frozenset({'html', 'sql', 'javascript'})"
277,0.02874787052810903,"frozenset({'html', 'php', 'sql'})"
278,0.026372690342025946,"frozenset({'html', 'sql', 'mysql'})"
279,0.024669112829249114,"frozenset({'html', 'php', 'sql', 'javascript'})"
280,0.023669899095793475,"frozenset({'html', 'php', 'sql', 'mysql'})"
281,0.02308019918752457,"frozenset({'html', 'sql', 'javascript', 'mysql'})"
282,0.020901585637531122,"frozenset({'html', 'mysql', 'php', 'javascript', 'sql'})"
283,0.01680644738566374,"frozenset({'mysql', 'sql', 'java'})"
284,0.016495216878521818,"frozenset({'javascript', 'sql', 'java'})"
285,0.015348578167998951,"frozenset({'php', 'sql', 'java'})"
286,0.014431267199580659,"frozenset({'html', 'sql', 'java'})"
287,0.01194142314244529,"frozenset({'jquery', 'sql', 'java'})"
288,0.01294063687590093,"frozenset({'mysql', 'sql', 'javascript', 'java'})"
289,0.012875114663871052,"frozenset({'mysql', 'php', 'sql', 'java'})"
290,0.012662167474773948,"frozenset({'javascript', 'php', 'sql', 'java'})"
291,0.011040492727034465,"frozenset({'mysql', 'java', 'php', 'javascript', 'sql'})"
292,0.013022539640938278,"frozenset({'html', 'sql', 'javascript', 'java'})"
293,0.011859520377407942,"frozenset({'html', 'php', 'sql', 'java'})"
294,0.011613812082295899,"frozenset({'mysql', 'sql', 'html', 'java'})"
295,0.0108603066439523,"frozenset({'html', 'java', 'php', 'javascript', 'sql'})"
296,0.010794784431922421,"frozenset({'html', 'mysql', 'java', 'javascript', 'sql'})"
297,0.010336128947713274,"frozenset({'html', 'mysql', 'java', 'php', 'sql'})"
298,0.011531909317258551,"frozenset({'jquery', 'javascript', 'sql', 'java'})"
299,0.010401651159743152,"frozenset({'jquery', 'html', 'sql', 'java'})"
300,0.010221465076660987,"frozenset({'jquery', 'php', 'sql', 'java'})"
301,0.010024898440571355,"frozenset({'jquery', 'mysql', 'sql', 'java'})"
302,0.010172323417638579,"frozenset({'html', 'java', 'jquery', 'javascript', 'sql'})"
303,0.01574171144017822,"frozenset({'c#', 'sql', 'javascript'})"
304,0.013907089503341633,"frozenset({'mysql', 'sql', 'c#'})"
305,0.013612239549207181,"frozenset({'html', 'sql', 'c#'})"
306,0.013268247936050321,"frozenset({'c#', 'php', 'sql'})"
307,0.011826759271393003,"frozenset({'jquery', 'c#', 'sql'})"
308,0.011138776045079282,"frozenset({'mysql', 'sql', 'javascript', 'c#'})"
309,0.012285414755602148,"frozenset({'html', 'sql', 'javascript', 'c#'})"
310,0.010090420652601231,"frozenset({'html', 'c#', 'sql', 'mysql'})"
311,0.011073253833049404,"frozenset({'c#', 'php', 'sql', 'javascript'})"
312,0.010680120560870135,"frozenset({'mysql', 'php', 'sql', 'c#'})"
313,0.010418031712750622,"frozenset({'html', 'php', 'sql', 'c#'})"
314,0.011237059363124099,"frozenset({'jquery', 'javascript', 'sql', 'c#'})"
315,0.010024898440571355,"frozenset({'jquery', 'html', 'sql', 'c#'})"
316,0.015921897523260384,"frozenset({'c', 'javascript'})"
317,0.010450792818765561,"frozenset({'c', 'python'})"
318,0.012629406368759009,"frozenset({'c', 'php'})"
319,0.0125802647097366,"frozenset({'c', 'html'})"
320,0.0108603066439523,"frozenset({'c', 'mysql'})"
321,0.010221465076660987,"frozenset({'c', 'c#'})"
322,0.013972611715371511,"frozenset({'c', 'java'})"
323,0.010745642772900013,"frozenset({'c', 'html', 'javascript'})"
324,0.035496658367186476,"frozenset({'javascript', 'array'})"
325,0.019509238631896214,"frozenset({'jquery', 'array'})"
326,0.01747805005896999,"frozenset({'array', 'css'})"
327,0.016855589044686148,"frozenset({'array', 'sql'})"
328,0.016134844712357488,"frozenset({'c', 'array'})"
329,0.011482767658236142,"frozenset({'array', 'python'})"
330,0.030172978639758877,"frozenset({'php', 'array'})"
331,0.024144935133010092,"frozenset({'html', 'array'})"
332,0.021245577250687982,"frozenset({'mysql', 'array'})"
333,0.020885205084523652,"frozenset({'array', 'java'})"
334,0.013481195125147425,"frozenset({'array', 'banco-de-dados'})"
335,0.013235486830035382,"frozenset({'html5', 'array'})"
336,0.013137203511990565,"frozenset({'c#', 'array'})"
337,0.010368890053728213,"frozenset({'array', 'android'})"
338,0.018510024898440572,"frozenset({'jquery', 'javascript', 'array'})"
339,0.01647883632551435,"frozenset({'jquery', 'php', 'array'})"
340,0.016183986371379896,"frozenset({'jquery', 'html', 'array'})"
341,0.013579478443192242,"frozenset({'jquery', 'mysql', 'array'})"
342,0.01569256978115581,"frozenset({'jquery', 'javascript', 'php', 'array'})"
343,0.015807233652208097,"frozenset({'jquery', 'html', 'array', 'javascript'})"
344,0.014152797798453676,"frozenset({'jquery', 'html', 'php', 'array'})"
345,0.013874328397326694,"frozenset({'html', 'jquery', 'php', 'javascript', 'array'})"
346,0.013169964618005504,"frozenset({'jquery', 'mysql', 'array', 'javascript'})"
347,0.012793211898833704,"frozenset({'jquery', 'mysql', 'php', 'array'})"
348,0.012236273096579741,"frozenset({'jquery', 'html', 'array', 'mysql'})"
349,0.012432839732669374,"frozenset({'mysql', 'jquery', 'php', 'javascript', 'array'})"
350,0.012039706460490107,"frozenset({'html', 'mysql', 'jquery', 'javascript', 'array'})"
351,0.011695714847333246,"frozenset({'html', 'mysql', 'jquery', 'php', 'array'})"
352,0.011515528764251081,"frozenset({'html', 'mysql', 'jquery', 'php', 'javascript', 'array'})"
353,0.01644607521949941,"frozenset({'array', 'javascript', 'css'})"
354,0.013055300746953217,"frozenset({'array', 'jquery', 'css'})"
355,0.01608570305333508,"frozenset({'array', 'html', 'css'})"
356,0.013956231162364042,"frozenset({'array', 'php', 'css'})"
357,0.012105228672519985,"frozenset({'array', 'mysql', 'css'})"
358,0.012842353557856113,"frozenset({'array', 'javascript', 'jquery', 'css'})"
359,0.012449220285676844,"frozenset({'array', 'html', 'jquery', 'css'})"
360,0.011695714847333246,"frozenset({'array', 'php', 'css', 'jquery'})"
361,0.012285414755602148,"frozenset({'html', 'jquery', 'javascript', 'array', 'css'})"
362,0.01154828987026602,"frozenset({'jquery', 'php', 'javascript', 'array', 'css'})"
363,0.01122067881011663,"frozenset({'html', 'jquery', 'php', 'array', 'css'})"
364,0.011122395492071812,"frozenset({'html', 'jquery', 'php', 'javascript', 'array', 'css'})"
365,0.01539771982702136,"frozenset({'array', 'html', 'css', 'javascript'})"
366,0.013399292360110077,"frozenset({'array', 'javascript', 'php', 'css'})"
367,0.013137203511990565,"frozenset({'array', 'html', 'php', 'css'})"
368,0.012744070239811296,"frozenset({'html', 'php', 'javascript', 'array', 'css'})"
369,0.011712095400340716,"frozenset({'array', 'mysql', 'css', 'javascript'})"
370,0.011450006552221203,"frozenset({'array', 'html', 'css', 'mysql'})"
371,0.011400864893198795,"frozenset({'array', 'mysql', 'php', 'css'})"
372,0.010336128947713274,"frozenset({'array', 'mysql', 'jquery', 'css'})"
373,0.01118791770410169,"frozenset({'html', 'mysql', 'javascript', 'array', 'css'})"
374,0.011122395492071812,"frozenset({'mysql', 'php', 'javascript', 'array', 'css'})"
375,0.010893067749967239,"frozenset({'html', 'mysql', 'php', 'array', 'css'})"
376,0.010680120560870135,"frozenset({'html', 'mysql', 'php', 'javascript', 'array', 'css'})"
377,0.010286987288690866,"frozenset({'mysql', 'jquery', 'javascript', 'array', 'css'})"
378,0.013710522867251999,"frozenset({'array', 'javascript', 'sql'})"
379,0.011073253833049404,"frozenset({'array', 'jquery', 'sql'})"
380,0.013628620102214651,"frozenset({'array', 'php', 'sql'})"
381,0.013366531254095138,"frozenset({'array', 'mysql', 'sql'})"
382,0.012400078626654435,"frozenset({'array', 'html', 'sql'})"
383,0.010729262219892543,"frozenset({'array', 'javascript', 'jquery', 'sql'})"
384,0.01012318175861617,"frozenset({'array', 'php', 'sql', 'jquery'})"
385,0.010090420652601231,"frozenset({'array', 'html', 'jquery', 'sql'})"
386,0.01190866203643035,"frozenset({'array', 'javascript', 'php', 'sql'})"
387,0.011957803695452759,"frozenset({'array', 'mysql', 'php', 'sql'})"
388,0.011712095400340716,"frozenset({'array', 'mysql', 'sql', 'javascript'})"
389,0.010811164984929891,"frozenset({'mysql', 'php', 'javascript', 'array', 'sql'})"
390,0.011646573188310838,"frozenset({'array', 'html', 'sql', 'javascript'})"
391,0.011106014939064343,"frozenset({'array', 'html', 'php', 'sql'})"
392,0.01084392609094483,"frozenset({'array', 'html', 'sql', 'mysql'})"
393,0.01049993447778797,"frozenset({'html', 'php', 'javascript', 'array', 'sql'})"
394,0.010319748394705805,"frozenset({'html', 'mysql', 'javascript', 'array', 'sql'})"
395,0.010188703970646048,"frozenset({'html', 'mysql', 'php', 'array', 'sql'})"
396,0.021868038264971825,"frozenset({'javascript', 'php', 'array'})"
397,0.021982702136024112,"frozenset({'html', 'array', 'javascript'})"
398,0.018673830428515267,"frozenset({'html', 'php', 'array'})"
399,0.01718320010483554,"frozenset({'html', 'php', 'array', 'javascript'})"
400,0.018444502686410694,"frozenset({'mysql', 'php', 'array'})"
401,0.017379766740925173,"frozenset({'mysql', 'array', 'javascript'})"
402,0.015446861486043769,"frozenset({'html', 'array', 'mysql'})"
403,0.01572533088717075,"frozenset({'mysql', 'php', 'array', 'javascript'})"
404,0.014447647752588128,"frozenset({'html', 'array', 'javascript', 'mysql'})"
405,0.01436574498755078,"frozenset({'html', 'php', 'array', 'mysql'})"
406,0.013513956231162364,"frozenset({'html', 'mysql', 'php', 'javascript', 'array'})"
407,0.013104442405975626,"frozenset({'javascript', 'array', 'java'})"
408,0.01120429825710916,"frozenset({'php', 'array', 'java'})"
409,0.011073253833049404,"frozenset({'html', 'array', 'java'})"
410,0.01015594286463111,"frozenset({'mysql', 'array', 'java'})"
411,0.01051631503079544,"frozenset({'html', 'array', 'javascript', 'java'})"
412,0.011368103787183855,"frozenset({'javascript', 'array', 'banco-de-dados'})"
413,0.011073253833049404,"frozenset({'mysql', 'array', 'banco-de-dados'})"
414,0.010794784431922421,"frozenset({'php', 'array', 'banco-de-dados'})"
415,0.010401651159743152,"frozenset({'html', 'array', 'banco-de-dados'})"
416,0.01013956231162364,"frozenset({'array', 'sql', 'banco-de-dados'})"
417,0.012825973004848643,"frozenset({'html5', 'array', 'javascript'})"
418,0.011531909317258551,"frozenset({'html', 'array', 'html5'})"
